make,model,colour,capacity,network,grade,condition
TECH21,"SCREEN PROTECTOR FOR SAMSUNG GALAXY S7 - T21-5226","Brand New","Brand New","Not Applicable",Clear,"Not Applicable",152
TECH21,"SCREEN PROTECTOR FOR SONY XPERIA Z5 COMPACT - T21-5133","Brand New","Brand New","Not Applicable",Clear,"Not Applicable",21
TECH21,"T- 5862 - IMPACT SHIELD SCREEN PROTECTOR FOR IPHONE X","Brand New","Brand New","Not Applicable",Clear,"Not Applicable",26
TECH21,"T21-3570 IMPACT SHELL FOR IPHONE 5/5S",Working,"Insurance Grade","Not Applicable",Clear,"Not Applicable",1
TECH21,"T21-3915 PATRIOT FOR IPHONE 5/5S ( IMPACT SHIELD)",Working,"Insurance Grade","Not Applicable",Black,"Not Applicable",1
TECH21,"T21-4253 CLASSIC CHECK FOR IPHONE 6",Working,"Insurance Grade","Not Applicable",Black,"Not Applicable",1
TECH21,"T21-5277 EVO MESH PROTECTION FOR IPHONE 5/5S/SE",Working,"Grade A - Very Good Condition","Not Applicable",Clear,"Not Applicable",92
TECH21,"T21-5298 EVO MESH PROTECTION FOR IPHONE 6/6S",Working,"Grade A - Very Good Condition","Not Applicable",Grey,"Not Applicable",1
TECH21,"T21-5582 IMPACT SHIELD ANTI SCRATCH GALAXY S8","Brand New","Brand New","Not Applicable",Clear,"Not Applicable",84
TECH21,"T21-5583 PURE CLEAR BULLETSHIELD  SAMSUNG GALAXY S8",Working,"Grade A - Very Good Condition","Not Applicable",Clear,"Not Applicable",18
TECH21,"T21-5602 IMPACT SHIELD ANTI SCRATCH GALAXY S8+",Working,"Grade A - Very Good Condition","Not Applicable",Clear,"Not Applicable",46
TECH21,"T21-5603 PURE CLEAR BULLET SHIELD SAMSUNG GALAXY S8 PLUS",Working,"Grade A - Very Good Condition","Not Applicable",Clear,"Not Applicable",10
TECH21,"T21-5605 EVO CHECK CASE FOR SAMSUNG GALAXY S8+",Working,"Grade A - Very Good Condition","Not Applicable",Black,"Not Applicable",12
TECH21,"T21-5624 EVO CHECK ACTIVE EDITION FOR IPHONE 7 ",Working,"Grade A - Very Good Condition","Not Applicable",Turquoise,"Not Applicable",6
TECH21,"T21-5638 EVO CHECK ACTIVE EDITION FOR IPHONE 7 PLUS",Working,"Grade A - Very Good Condition","Not Applicable",Green,"Not Applicable",6
TECH21,"T21-5665 EVO CHECK CASE FOR SAMSUNG GALAXY S8+ ",Working,"Grade A - Very Good Condition","Not Applicable",Pink,"Not Applicable",8
TECH21,"T21-5759 EVO CHECK FOR GALAXY NOTE 8",Working,"Insurance Grade","Not Applicable",Black,"Not Applicable",12
TECH21,"T21-5762 EVO WALLET FOR SAMSUNG GALAXY NOTE 8",Working,"Grade A - Very Good Condition","Not Applicable",Black,"Not Applicable",2
TECH21,"T21-5763 PURE CLEAR BULLETSHIELD SAMSUNG GALAXY NOTE 8",Working,"Grade A - Very Good Condition","Not Applicable",Clear,"Not Applicable",60
TECH21,"T21-5764 IMPACT SHIELD ANTI-SCRATCH FOR SAMSUNG GALAXY NOTE 8",Working,"Insurance Grade","Not Applicable",Clear,"Not Applicable",13
TECH21,"T21-5780 EVO WALLET CASE FOR APPLE IPHONE 7/8",Working,"Grade A - Very Good Condition","Not Applicable",Black,"Not Applicable",8
TECH21,"T21-5781 EVO WALLET CASE FOR APPLE IPHONE 7/8",Working,"Insurance Grade","Not Applicable",Pink,"Not Applicable",7
TECH21,"T21-5792 PURE CLEAR BULLETSHIELD FOR IPHONE 7 PLUS/8 PLUS",Working,"Insurance Grade","Not Applicable",Clear,"Not Applicable",27
TECH21,"T21-5793 EVO WALLET CASE FOR APPLE IPHONE 7 PLUS/8 PLUS",Working,"Grade B - Good Condition","Not Applicable",Black,"Not Applicable",5
TECH21,"T21-5794 EVO WALLET FOR IPHONE 7 PLUS /8 PLUS",Working,"Grade A - Very Good Condition","Not Applicable",Pink,"Not Applicable",12
TECH21,"T21-5855 - EVO CHECK CASE FOR IPHONE X",Working,"Insurance Grade","Not Applicable",Black,"Not Applicable",25
TECH21,"T21-5857 - EVO CHECK CASE FOR IPHONE X",Working,"Insurance Grade","Not Applicable",Pink,"Not Applicable",4
TECH21,"T21-5859 PURE CLEAR BULLETSHIELD FOR IPHONE X",Working,"Insurance Grade","Not Applicable",Clear,"Not Applicable",43
TECH21,"T21-5860 EVO WALLET FOR IPHONE X",Working,"Insurance Grade","Not Applicable",Black,"Not Applicable",23
TECH21,"T21-5861 EVO WALLET FOR IPHONE X",Working,"Grade A - Very Good Condition","Not Applicable",Pink,"Not Applicable",10
TECH21,"TACTICAL CASE FOR SAMSUNG GALAXY S5",Working,"Grade A - Very Good Condition","Not Applicable",Black,"Not Applicable",1
TECHNICOLOR,"TG589VN V3","Brand New","Insurance Grade","Not Applicable",Black,"Not Applicable",1
"TED BAKER  ","IPHONE 5 / 5S CASE ISSEY","Brand New","Brand New","Not Applicable",Multicolour,"Not Applicable",3
"TED BAKER  ","IPHONE 5 / 5S CASE LONA FLORAL FLOWERS","Brand New","Brand New","Not Applicable",Multicolour,"Not Applicable",1
"TED BAKER  ","IPHONE 5 / 5S CASE TAXI CAB","Brand New","Brand New","Not Applicable",Multicolour,"Not Applicable",1
"TED BAKER  ","IPHONE 5 / 5S FLIP CASE","Brand New","Insurance Grade","Not Applicable",Brown,"Not Applicable",2
"TED BAKER  ","IPHONE 5 / 5S FLIP CASE TELEGRAPH",Working,"Grade A - Very Good Condition","Not Applicable",Brown,"Not Applicable",2
"TED BAKER  ","IPHONE 5 CASE - RINKLE FAIRISLE","Brand New","Insurance Grade","Not Applicable",Multicolour,"Not Applicable",5
"TED BAKER  ","KAMALA SOFT- FEEL SHELL IPHONE X",Working,"Insurance Grade","Not Applicable",Multicolour,"Not Applicable",1
"TED BAKER  ","NAMALA SOFT- FEEL SHELL IPHONE 6/6S/7/8 ",Working,"Grade B - Good Condition","Not Applicable",Multicolour,"Not Applicable",17
"TED BAKER  ","NAMALA SOFT- FEEL SHELL IPHONE 6/6S/7/8 PLUS - DO NOT USE",Working,"Grade A - Very Good Condition","Not Applicable",Multicolour,"Not Applicable",1
"TED BAKER  ","SHANNA SOFT- FEEL SHELL IPHONE 6/6S/7/8 PLUS","Brand New","Brand New","Not Applicable",Multicolour,"Not Applicable",14
Tesco," Hudl - HT7B16S3",Working,"Grade C - Acceptable Condition",16GB,Black,"Not Applicable",1
Tesco,"Hudl 2 16GB 8.3\"","Non-working - DeBrand","Grade B - Good Condition",16GB,Grey,"Not Applicable",1
THL,"T6 pro",BER-Scrap,"Grade C - Acceptable Condition","Not Applicable",Black,Damaged,1
THOMSON,"OEM POWER ADAPTOR ADS0126-X 220055","Brand New","Brand New","Not Applicable",Black,"Not Applicable",34
THOMSON,"OEM POWER ADAPTOR ADS18B-D 220082 ","Brand New","Brand New","Not Applicable",Black,"Not Applicable",20
THOMSON,"TG585 V7","Brand New","Insurance Grade","Not Applicable",White,"Not Applicable",1
THREE,"THREE PRE DATA SIM 12GB","Brand New","Brand New","Not Applicable",White,Unlocked(EE),3
THREE,"THREE PRE DATA SIM 1GB","Brand New","Brand New","Not Applicable",White,Unlocked(EE),6
THREE,"THREE PRE DATA SIM 3GB","Brand New","Brand New","Not Applicable",White,Unlocked(EE),1
TomTom,"GO 720",Working,"Grade D","Not Applicable",Black,"Not Applicable",1
TomTom,"START 20 4EN42 Z1230",Working,"Grade C - Acceptable Condition","Not Applicable",Black,"Not Applicable",1
Toshiba,"CARD STATION 4","Brand New","Brand New","Not Applicable",Black,"Not Applicable",1
Toshiba,"MQ01ACF032 2.5 SATA HD",Working,"Grade B - Good Condition","Not Applicable",Silver,"Not Applicable",1
Toshiba,NB300-10M,Working,"Grade B - Good Condition",1GB,Black,"Not Applicable",6
Toshiba,NB500-108,Working,"Grade B - Good Condition",2GB,Black,"Not Applicable",5
Toshiba,NB510-11G,Working,"Grade B - Good Condition",2GB,Black,"Not Applicable",1
Toshiba,NB510-11U,Working,"Grade B - Good Condition",2GB,Black,"Not Applicable",2
Toshiba,NB520-108,Working,"Grade B - Good Condition",2GB,Brown,"Not Applicable",1
Toshiba,"PORTEGE R700-15T",Working,"Grade B - Good Condition",4GB,Black,"Not Applicable",1
Toshiba,"PORTEGE R700-17X",Working,"Grade B - Good Condition",4GB,Black,"Not Applicable",4
Toshiba,"Satellite C40-C-10Q",Working,"Grade C - Acceptable Condition",2GB,Black,"Not Applicable",1
Toshiba,"SATELLITE C50-A-1DA",Working,"Grade A - Very Good Condition",8GB,Black,"Not Applicable",1
Toshiba,"SATELLITE C660-10D",Working,"Grade B - Good Condition",2GB,Black,"Not Applicable",5
Toshiba,"SATELLITE C660-118",Working,"Grade B - Good Condition",2GB,Black,"Not Applicable",2
Toshiba,"SATELLITE C660-2F9",Working,"Grade B - Good Condition",2GB,Black,"Not Applicable",1
Toshiba,"SATELLITE C855-2FK",Working,"Grade B - Good Condition",6GB,Black,"Not Applicable",1
Toshiba,"SATELLITE PRO C650D-10X ",Working,"Grade B - Good Condition",4GB,Black,"Not Applicable",1
Toshiba,"SATELLITE PRO C660-102",Working,"Grade B - Good Condition",4GB,Black,"Not Applicable",1
Toshiba,"SATELLITE PRO C660-167",Working,"Grade B - Good Condition",4GB,Black,"Not Applicable",1
Toshiba,"SATELLITE PRO C660-1LR",Working,"Grade B - Good Condition",4GB,Black,"Not Applicable",2
Toshiba,"SATELLITE PRO C660-2DJ",Working,"Grade B - Good Condition",4GB,Black,"Not Applicable",1
Toshiba,"SATELLITE PRO C660-2F7 ",Working,"Grade B - Good Condition",4GB,Black,"Not Applicable",10
Toshiba,"SATELLITE PRO C660-2F9",Working,"Grade B - Good Condition",2GB,Black,"Not Applicable",1
Toshiba,"SATELLITE PRO C850-1HD",Working,"Grade B - Good Condition",8GB,Black,"Not Applicable",1
Toshiba,"SATELLITE PRO L300-1F0",Working,"Grade B - Good Condition",1GB,Silver,"Not Applicable",4
Toshiba,"SATELLITE PRO L300-294",Working,"Grade B - Good Condition",3GB,Silver,"Not Applicable",1
Toshiba,"SATELLITE PRO L300-29C ",Working,"Grade B - Good Condition",1GB,Silver,"Not Applicable",2
Toshiba,"SATELLITE PRO L450-13L - INTEL DUO CORE T5870, 2.00 GHZ, 1GB RAM, 160GB HDD",Working,"Grade B - Good Condition",1GB,Silver,"Not Applicable",1
Toshiba,"SATELLITE PRO L450-13M ",Working,"Grade B - Good Condition",4GB,Silver,"Not Applicable",1
Toshiba,"SATELLITE PRO L450-17Q",Working,"Grade B - Good Condition",2GB,Silver,"Not Applicable",1
Toshiba,"SATELLITE PRO L630-167",Working,"Grade B - Good Condition",4GB,Black,"Not Applicable",2
Toshiba,"SATELLITE PRO L670-189",Working,"Grade B - Good Condition",2GB,Black,"Not Applicable",1
Toshiba,"SATELLITE PRO S500-10E ",Working,"Grade B - Good Condition",2GB,Black,"Not Applicable",5
Toshiba,"SATELLITE PRO S500-156",Working,"Grade B - Good Condition",4GB,Black,"Not Applicable",1
Toshiba,TDP-T80,Working,"Grade B - Good Condition","Not Applicable",Silver,"Not Applicable",1
Toshiba,"TECRA M5 N723",Working,"Grade B - Good Condition",512MB,Silver,"Not Applicable",1
Toshiba,"TECRA M9 - INTEL DUO CORE T7100, 1.80GHZ, 1GB RAM, 80GB HDD","Power On Tested-Good LCD","Grade B - Good Condition",1GB,Silver,"Not Applicable",1
Toshiba,"TECRA R840-15J",Working,"Grade B - Good Condition",2GB,Black,"Not Applicable",1
Toshiba,"USB FLASH DRIVE U202",Working,"Grade C - Acceptable Condition",16GB,White,"Not Applicable",1
Toshiba,WT7-C,Non-working,Unknown,"Not Applicable",White,"Not Applicable",1
"TOUCHSCREEN GLOVES","SMARTPHONE GLOVES","Brand New","Brand New","Not Applicable",Black,"Not Applicable",210
TRACKIMO,"UNIVERSAL GPS/GSM LOCATOR TRKM-002","Brand New","Brand New","Not Applicable",Black,"Not Applicable",5
TRACKIMO,"UNIVERSAL GPS/GSM LOCATOR TRKM-002 - FBA FRANCE","Brand New","Brand New","Not Applicable",Black,"Not Applicable",6
TRACKIMO,"UNIVERSAL GPS/GSM LOCATOR TRKM-002 - FBA GERMANY","Brand New","Brand New","Not Applicable",Black,"Not Applicable",4
TRACKIMO,"UNIVERSAL GPS/GSM LOCATOR TRKM-002 - FBA ITALY","Brand New","Brand New","Not Applicable",Black,"Not Applicable",4
TRACKIMO,"UNIVERSAL GPS/GSM LOCATOR TRKM-002 - FBA SPAIN","Brand New","Brand New","Not Applicable",Black,"Not Applicable",4
TRACKIMO,"UNIVERSAL GPS/GSM LOCATOR TRKM-002 - FBA UK","Brand New","Brand New","Not Applicable",Black,"Not Applicable",20
TRENDNET,"NETWORK ADAPTER PCI - TE100-PCIWN","Brand New","Brand New","Not Applicable",Black,"Not Applicable",1
TRENDZ,"13IN LAPTOP SLEEVE POLKA DOT","Brand New","Brand New","Not Applicable",Multicolour,"Not Applicable",160
TRENDZ,"CASE FOR IPAD 2/3 - FLORAL BLUE","Brand New","Brand New","Not Applicable",Blue,"Not Applicable",737
TRENDZ,"CASE FOR IPAD 2/3 - PINK HEARTS","Brand New","Brand New","Not Applicable",Pink,"Not Applicable",833
TRENDZ,"CASE FOR IPAD 2/3 - PURPLE BROCADE","Brand New","Brand New","Not Applicable",Purple,"Not Applicable",1097
TRENDZ,"HARD CAMERA CASE MULTI STRIPES","Brand New","Brand New","Not Applicable",Multicolour,"Not Applicable",38
TRENDZ,"HARD COMPACT CAMERA CASE BLACK","Brand New","Brand New","Not Applicable",Black,"Not Applicable",2268
TRENDZ,"KINDLE 4 CASE POLKA DOT UNION JACK","Brand New","Brand New","Not Applicable",Multicolour,"Not Applicable",481
TRENDZ,"KINDLE 4 CASE WITH HEART BUTTON","Brand New","Brand New","Not Applicable",Pink,"Not Applicable",698
TRENDZ,"LASER CUT FOLIO STAND CASE BLACK","Brand New","Brand New","Not Applicable",Black,"Not Applicable",851
TRENDZ,"PASSPORT COVER - UNION JACK","Brand New","Brand New","Not Applicable",Multicolour,"Not Applicable",1477
TRENDZ,"SLEEVE FOR 7 INCH TABLET - TIGER","Brand New","Brand New","Not Applicable",Multicolour,"Not Applicable",232
TRENDZ,"SMART CASE FOR IPAD 2/3 - FLORAL","Brand New","Brand New","Not Applicable",Turquoise,"Not Applicable",83
TRENDZ,"TOUCH SCREEN GLOVES KNITTED - SIZE M",Working,"Insurance Grade","Not Applicable",Pink,"Not Applicable",5
TRENDZ,"UNIVERSAL 10 INCH CASE FOOTBALL","Brand New","Brand New","Not Applicable",Multicolour,"Not Applicable",169
TRENDZ,"UNIVERSAL 10 INCH CASE ORIENTAL","Brand New","Brand New","Not Applicable",Multicolour,"Not Applicable",607
TRENDZ,"UNIVERSAL 10 INCH CASE STUDDED BLACK","Brand New","Brand New","Not Applicable",Black,"Not Applicable",362
TRENDZ,"UNIVERSAL 10 INCH CASE TWEED","Brand New","Brand New","Not Applicable",Purple,"Not Applicable",55
TRENDZ,"UNIVERSAL 10 INCH CASE VINTAGE POLKA DOT","Brand New","Brand New","Not Applicable",Multicolour,"Not Applicable",243
TRENDZ,"UNIVERSAL 10 INCH FOLIO CASE BROGUE","Brand New","Brand New","Not Applicable",Brown,"Not Applicable",141
TRENDZ,"UNIVERSAL 10 INCH FOLIO CASE POLKA DOT BLACK","Brand New","Brand New","Not Applicable",Black,"Not Applicable",310
TRENDZ,"UNIVERSAL 6-8 INCH TABLET CASE BRIGHT SIDE","Brand New","Brand New","Not Applicable",Aqua,"Not Applicable",513
TRENDZ,"UNIVERSAL 6-8 INCH TABLET CASE DITSY FLORAL","Brand New","Brand New","Not Applicable",Multicolour,"Not Applicable",6427
TRENDZ,"UNIVERSAL 6-8 INCH TABLET CASE GEOMETRIC","Brand New","Brand New","Not Applicable",Multicolour,"Not Applicable",220
TRENDZ,"UNIVERSAL 7 INCH CASE BEE","Brand New","Brand New","Not Applicable",Multicolour,"Not Applicable",278
TRENDZ,"UNIVERSAL 7 INCH CASE BUTTERFLY","Brand New","Brand New","Not Applicable",Multicolour,"Not Applicable",182
TRENDZ,"UNIVERSAL 7 INCH CASE CREAM STUDDED","Brand New","Brand New","Not Applicable",Cream,"Not Applicable",451
TRENDZ,"UNIVERSAL 7 INCH CASE FOLIO BROGUE","Brand New","Brand New","Not Applicable",Brown,"Not Applicable",364
TRENDZ,"UNIVERSAL 7 INCH CASE ORIENTAL","Brand New","Brand New","Not Applicable",Multicolour,"Not Applicable",281
TRENDZ,"UNIVERSAL 7 INCH CASE VINTAGE POLKA DOT","Brand New","Brand New","Not Applicable",Multicolour,"Not Applicable",111
TRENDZ,"UNIVERSAL 7 INCH TABLET CASE FLORAL BLACK","Brand New","Brand New","Not Applicable",Black,"Not Applicable",1172
TRENDZ,"UNIVERSAL 7 INCH TABLET CASE FLORAL BLUE","Brand New","Brand New","Not Applicable",Blue,"Not Applicable",205
TRENDZ,"UNIVERSAL 7 INCH TABLET CASE POLKA DOT","Brand New","Brand New","Not Applicable",Multicolour,"Not Applicable",84
TRENDZ,"UNIVERSAL 9-10 INCH TABLET CASE CORAL","Brand New","Brand New","Not Applicable",Multicolour,"Not Applicable",216
TYLT,"IP5-MIC24BK-T LIGHTNING+MICRO USB",Working,"Grade A - Very Good Condition","Not Applicable",Black,"Not Applicable",27
TYLT,"LIGHTNING TO MICRO USB CABLE - IP5-MIC24BL-T",Working,"Grade A - Very Good Condition","Not Applicable",Blue,"Not Applicable",27
UE,BOOM,Working,"Grade B - Good Condition","Not Applicable",Black,"Not Applicable",20
"ULTIMATE EARS",BOOM,Working,"Grade B - Good Condition","Not Applicable",Black,"Not Applicable",68
"ULTIMATE EARS","BOOM - FBA UK","Brand New","Brand New","Not Applicable",Black,"Not Applicable",3
UNBRANDED,"8 PIECE MOBILE REPAIR KIT","Brand New","Brand New","Not Applicable",Multicolour,"Not Applicable",4
UNBRANDED,"ADO248-B CHARGER",Working,"Insurance Grade","Not Applicable",Black,"Not Applicable",10
UNBRANDED,"ANTISTATIC BAGS 100MMX150MMX65MU - PACK OF 100","Brand New","Brand New","Not Applicable",Orange,"Not Applicable",30
UNBRANDED,"DVI TO HDMI ADAPTER 10CM CABLE HDHDPORT-001CAB","Brand New","Brand New","Not Applicable",Black,"Not Applicable",1
UNBRANDED,"DVI-TO-VGA DONGLE 0A34199","Brand New","Brand New","Not Applicable",Black,"Not Applicable",67
UNBRANDED,"IPHONE 6S ACCESSORIES BUNDLE",Working,"Grade B - Good Condition","Not Applicable",Multicolour,"Not Applicable",20
UNBRANDED,"SAMSUNG S7 EDGE ACCESSORIES BUNDLE ",Working,"Grade B - Good Condition","Not Applicable",Multicolour,"Not Applicable",111
UNBRANDED,"VDSL FILTER DSL4621001","Brand New","Brand New","Not Applicable",White,"Not Applicable",203
UNBRANDED/GENERIC,"1M MICRO USB CABLE","Brand New","Brand New","Not Applicable",Black,"Not Applicable",10
UNBRANDED/GENERIC,"A TO B MALE TO FEMALE USB EXTENSION CABLE - 0.8M","Brand New","Brand New","Not Applicable",White,"Not Applicable",300
UNBRANDED/GENERIC,"CS MACBOOK PRO 13 IN HARDSHELL AQUA BLUE","Brand New","Brand New","Not Applicable",Aqua,"Not Applicable",100
UNBRANDED/GENERIC,"CS MACBOOK PRO 13 IN HARDSHELL PINK","Brand New","Brand New","Not Applicable",Pink,"Not Applicable",96
UNBRANDED/GENERIC,"CS MACBOOK PRO 15 IN HARDSHELL AQUA BLUE","Brand New","Brand New","Not Applicable",Aqua,"Not Applicable",100
UNBRANDED/GENERIC,"MACBOOK PRO 12 RETINA DISPLAY PU CASE BR","Brand New","Brand New","Not Applicable",Brown,"Not Applicable",100
UNBRANDED/GENERIC,"MACBOOK PRO 13 RETINA DISPLAY PU CASE BK","Brand New","Brand New","Not Applicable",Black,"Not Applicable",100
UNBRANDED/GENERIC,"MACBOOK PRO 13 RETINA DISPLAY PU CASE BR",Working,"Grade B - Good Condition","Not Applicable",Brown,"Not Applicable",100
UNBRANDED/GENERIC,"MACBOOK PRO 13 RETINA DISPLAY PU CASE RO","Brand New","Brand New","Not Applicable",Multicolour,"Not Applicable",100
UNBRANDED/GENERIC,"MACBOOK PRO 15 RETINA DISPLAY PU CASE BR","Brand New","Brand New","Not Applicable",Brown,"Not Applicable",105
UNBRANDED/GENERIC,"PREMIUM TEMPERED GLASS SCREEN PROTECTOR FILM","Brand New","Brand New","Not Applicable",Clear,"Not Applicable",1
UNIDEN,"DECT 3135 + 1",Working,"Grade B - Good Condition","Not Applicable",Silver,"Not Applicable",4
"UNIQUE LONDON","AUDIO BUDZ EARPHONES 3.5MM UNIVERSAL JACK",Working,"Grade A - Very Good Condition","Not Applicable",White,"Not Applicable",1
UNKNOWN,"CASE FOR IPAD AIR 2 ",Working,"Grade A - Very Good Condition","Not Applicable",Black,"Not Applicable",1
UNKNOWN,"PHONE ",BER-Scrap,"Grade D","Not Applicable",Grey,Damaged,1
UNKNOWN,UNKNOWN,BER,"Not Graded","Not Applicable",Black,"Not Applicable",1
URBANISTA,"SAN FRANCISCO IN-EAR HEADSET","Brand New","Brand New","Not Applicable",Red,"Not Applicable",72
URBANISTA,"SAN FRANCISCO IN-EAR HEADSET WHITE","Brand New","Brand New","Not Applicable",White,"Not Applicable",32
VECTOR,"CONTEMPORARY LUNA LEATHER STRAP AND 22MM STANDARD BUCKLE","Brand New","Insurance Grade","Not Applicable",Black,"Not Applicable",1
"VEHICLE BLACKBOX DVR",M500,"Brand New","Insurance Grade","Not Applicable",Black,"Not Applicable",1
Vertu,"ASTER VM-01",Non-working,Unknown,"Not Applicable",Red,Damaged,16
Vertu,"CINDERELLA VM-06 ",Non-working,Unknown,"Not Applicable",Black,Damaged,54
Vertu,"CONSTELLATION V",Non-working,Unknown,"Not Applicable",Orange,Damaged,8
Vertu,FERRARI,Non-working,Unknown,"Not Applicable",Black,Damaged,1
Vertu,"SIGNATURE RM-266V",Non-working,Unknown,"Not Applicable",Black,Damaged,12
Vertu,"SIGNATURE TOUCH",Non-working,Unknown,"Not Applicable",Black,Damaged,12
Vertu,TI,Non-working,Unknown,"Not Applicable",Black,Damaged,1
VIBE,WRAPS,"Brand New","Brand New","Not Applicable",Yellow,"Not Applicable",200
"Virgin Mobile"," VM575",Working,"Grade B - Good Condition","Not Applicable",Black,Virgin,3
"Virgin Mobile",565,"Brand New","Insurance Grade","Not Applicable",Pink,Virgin,1
"Virgin Mobile",585,"Power On Tested-Good LCD","Grade C - Acceptable Condition","Not Applicable",Red,Virgin,2
"Virgin Mobile",595,Working,"Grade B - Good Condition","Not Applicable",Grey,Unlocked,9
"Virgin Mobile",VM585,"Power On Tested-Good LCD","Grade C - Acceptable Condition","Not Applicable",Black,Damaged,2
VIVID," BERRY BLAST E-LIQUID - 18MG/ML - HIGH 10ML ","Brand New","Brand New","Not Applicable",Black,"Not Applicable",12
VIVID,"650 MAH RECHARGEABLE BATTERY","Brand New","Brand New","Not Applicable",Black,"Not Applicable",5
VIVID,"APPRICOT PEACH E-LIQUID 11MG 10ML","Brand New","Brand New","Not Applicable",Black,"Not Applicable",1
VIVID,"APPRICOT PEACH E-LIQUID 18MG 10ML","Brand New","Brand New","Not Applicable",Black,"Not Applicable",4
